ra_1	dec_1	cz	ecz	u	g	r	i	zm	mur	mem	dist	gl	gb	foo	rf	gr	rp
193.72987	27.41270	007841	002	15.664	13.679	12.915	12.461	12.324		1	01.255	53.31801	89.17572				
194.11606	26.98743	006444	002	15.415	13.687	12.953	12.601	12.420		1	01.257	26.04558	88.87214				
193.58140	28.09132	006743	004	17.570	15.967	15.284	14.939	14.719		1	01.259	89.50479	88.84384				
194.44029	29.12999	007469	016	19.855	17.984	17.505	17.257	17.109		1	01.261	88.44658	87.56072				
194.79252	26.72039	007332	002	18.653	17.722	17.313	17.138	17.158		1	01.263	20.05696	88.22891				
193.59477	27.74450	007120	017	18.884	17.196	16.515	16.213	16.040		1	01.263	76.46039	89.10244				
194.28011	29.06279	007515	039	19.415	17.829	17.403	17.257	17.124		1	01.264	90.32806	87.69507				
195.51393	29.15049	008064	014	19.713	18.110	17.395	17.060	17.072		1	01.264	74.37674	86.90693				
196.20530	28.66118	007853	007	18.583	16.957	16.309	16.029	15.814		1	01.266	61.10950	86.66945				
195.43053	29.17836	007027	005	18.444	17.130	16.436	16.127	15.928		1	01.267	75.65794	86.94379				
193.56983	28.07660	006838	003	17.768	16.300	15.620	15.279	15.011		1	01.268	89.52023	88.86175				
193.63733	28.37678	007002	002	16.474	14.742	13.964	13.604	13.313		1	01.269	94.24223	88.57429				
194.25675	29.06262	007502	002	16.837	15.042	14.267	13.900	13.633		1	01.274	90.75232	87.70635				
193.68117	27.45543	007850	013	19.041	17.792	17.143	16.811	16.734		1	01.276	57.25489	89.19984				
194.44600	29.14951	007152	002	17.213	15.554	14.812	14.438	14.213		1	01.277	88.61416	87.54189				
193.95739	27.08886	006837	030	19.184	18.098	17.459	17.175	17.274		1	01.277	30.87401	89.02191				
194.12139	26.95701	007044	002	16.455	14.650	13.895	13.521	13.262		1	01.278	24.55631	88.86309				
196.09452	28.81077	007934	002	16.056	15.187	14.942	14.836	14.757		1	01.278	64.17596	86.68446				
194.21321	26.89889	006221	002	16.367	14.963	14.362	14.057	13.803		1	01.278	22.47206	88.77236				
196.45357	28.10654	007317	002	18.049	16.394	15.612	15.244	14.956		1	01.290	50.83642	86.66871				
193.68739	27.41107	007725	011	19.434	18.037	17.315	17.069	16.625		1	01.290	54.14397	89.21163				
193.54162	28.09251	006309	002	16.760	15.123	14.319	13.918	13.663		1	01.294	91.00737	88.86196				
195.12147	26.67536	007181	002	16.697	14.989	14.236	13.865	13.601		1	01.298	20.79143	87.93262				
194.15006	26.90478	007894	008	18.572	17.341	16.665	16.317	16.157		1	01.305	22.22631	88.82874				
196.47287	28.11244	007378	002	17.149	15.976	15.306	15.121	14.572		1	01.307	50.85192	86.65072				
196.47144	27.79571	007798	006	19.021	17.427	16.723	16.367	16.170		1	01.312	45.52532	86.72643				
196.32314	28.58273	007858	017	19.517	17.807	17.128	16.837	16.771		1	01.316	59.13983	86.61005				
193.83664	27.14968	006265	007	19.195	17.957	17.226	16.946	16.638		1	01.318	34.56639	89.13016				
196.31411	28.62643	006569	002	18.332	17.218	16.760	16.537	16.341		1	01.330	59.86524	86.59880				
195.88929	29.06050	007540	018	18.812	17.594	16.923	16.654	16.486		1	01.342	69.50208	86.70214				
193.75192	27.19385	007445	012	20.228	18.459	17.729	17.404	17.169		1	01.351	37.85830	89.20327				
193.65436	27.31752	007486	008	19.510	18.159	17.484	17.161	17.134		1	01.359	48.10392	89.26827				
195.51750	29.25345	007289	002	16.300	14.500	13.661	13.241	12.933		1	01.362	75.76593	86.83718				
196.53972	28.06453	007710	008	19.834	17.486	16.837	16.573	16.644		1	01.362	49.79616	86.60690				
193.47473	28.18659	007685	003	17.314	15.971	15.404	15.088	14.821		1	01.364	95.82974	88.80961				
194.53858	26.66410	007296	001	17.674	16.713	16.309	16.111	16.045		1	01.368	16.09172	88.43227				
193.60310	27.36396	007818	003	18.093	16.677	16.018	15.700	15.518		1	01.378	52.72471	89.29813				
195.35528	29.31374	007014	003	16.573	14.842	14.036	13.683	13.533		1	01.380	78.33775	86.89980				
196.04261	29.01543	006625	005	17.388	16.114	15.375	15.009	14.811		1	01.390	67.57082	86.61647				
196.54616	27.70015	006706	002	17.192	15.609	14.856	14.484	14.264		1	01.393	43.68982	86.67788				
194.36158	26.69391	007278	005	18.471	17.052	16.362	16.034	15.833		1	01.396	15.30646	88.59191				
196.58081	28.05251	007220	005	18.741	17.212	16.524	16.186	16.088		1	01.398	49.44333	86.57498				
193.43364	27.78085	006649	005	18.639	17.025	16.342	16.037	15.743		1	01.398	85.08411	89.17207				
193.48073	28.39387	007406	021	18.761	17.412	16.719	16.457	16.630		1	01.405	99.59749	88.62015				
196.12215	28.98750	007212	025	21.210	18.370	17.733	17.496	17.638		1	01.417	66.54357	86.57292				
195.48264	29.32278	007114	002	17.890	16.271	15.543	15.178	14.964		1	01.418	77.06181	86.81309				
196.07468	29.02953	006825	002	16.820	15.257	14.485	14.081	13.811		1	01.419	67.51172	86.58528				
194.18001	26.74196	006947	003	18.348	16.785	16.071	15.746	15.506		1	01.427	15.06598	88.76097				
195.64833	26.66224	007391	006	18.810	17.212	16.443	16.086	15.774		1	01.428	22.95274	87.46959				
196.16159	28.97269	007589	001	18.079	16.902	16.543	16.381	16.303		1	01.431	66.03041	86.55141				
196.43822	27.31542	006333	013	19.391	17.523	16.966	16.597	16.751		1	01.432	37.11550	86.81225				
193.39819	27.75876	007480	004	17.718	16.305	15.680	15.362	15.176		1	01.432	85.88435	89.20873				
193.56679	27.30376	006438	002	16.524	14.731	13.952	13.569	13.288		1	01.434	48.68403	89.34697				
196.65164	27.87296	006277	002	16.852	15.356	14.788	14.458	14.156		1	01.462	46.28701	86.55505				
196.34872	27.10162	007224	017	19.026	17.817	17.269	17.030	16.654		1	01.477	33.23613	86.89423				
196.52294	28.59295	007927	002	16.893	15.122	14.287	13.891	13.599		1	01.479	58.11434	86.44564				
196.67135	27.88413	007050	007	19.172	17.125	16.432	16.117	15.894		1	01.479	46.41012	86.53573				
196.65439	28.23475	006395	001	19.210	18.171	17.735	17.539	17.372		1	01.483	52.03187	86.46218				
195.02735	29.46266	006527	002	17.563	15.768	14.985	14.634	14.383		1	01.494	84.16779	86.98469				
193.32748	28.21141	006151	006	18.341	16.098	15.415	15.034	14.839		1	01.496	102.10052	88.84025				
196.35668	27.07964	007124	025	18.956	17.732	17.069	16.831	16.394		1	01.496	32.83447	86.88658				
195.04468	29.46649	006871	011	19.659	18.208	17.585	17.368	17.236		1	01.498	83.99473	86.97208				
193.67339	27.04148	007088	006	18.717	17.491	16.757	16.411	16.201		1	01.499	26.28911	89.27017				
193.30251	28.00399	006011	015	19.372	18.245	17.681	17.354	17.049		1	01.500	98.87971	89.04023				
194.08541	26.70403	006586	003	18.440	16.869	16.145	15.799	15.553		1	01.504	11.99988	88.82745				
196.65504	28.33759	006504	004	17.752	16.187	15.472	15.105	14.963		1	01.504	53.60572	86.42965				
196.21816	26.91910	006929	005	17.484	16.240	15.539	15.181	14.943		1	01.507	29.69755	87.00082				
195.04357	26.46115	006629	011	19.514	17.769	17.137	16.881	16.763		1	01.509	14.53671	87.93949				
193.29789	27.83777	006931	010	19.855	18.405	17.644	17.387	17.202		1	01.511	94.30278	89.19088				
195.98809	26.72948	006607	003	18.425	17.446	17.277	17.338	17.879		1	01.519	25.50659	87.18235				
193.73092	29.01238	006412	005	18.158	16.530	15.736	15.414	15.218		1	01.527	100.93481	87.96503				
193.34782	27.51307	007140	013	19.548	18.468	17.750	17.425	16.984		1	01.532	74.61530	89.42007				
194.87714	26.43528	006297	008	20.019	18.203	17.554	17.277	16.948		1	01.538	12.34578	88.07011				
193.28133	28.24125	007026	001	18.191	17.147	16.962	16.818	16.763		1	01.541	104.47633	88.82599				
196.43900	28.87133	007959	001	18.260	16.943	16.627	16.457	16.504		1	01.554	62.64100	86.39096				
194.08445	29.30014	006635	003	17.416	15.925	15.210	14.871	14.801		1	01.555	96.79199	87.57472				
194.38003	26.51217	007233	003	16.495	15.064	14.409	14.078	13.840		1	01.558	08.85784	88.50973				
193.43953	27.24965	006892	004	18.604	16.947	16.247	15.949	15.718		1	01.559	46.30456	89.46995				
193.83518	26.79990	006825	002	18.902	17.741	17.234	16.998	16.862		1	01.562	12.46833	89.07045				
196.23649	29.09245	005970	013	18.744	18.273	17.538	17.106	16.981		1	01.562	67.12065	86.43232				
196.66626	28.51751	007844	004	17.977	16.998	16.281	16.071	15.905		1	01.566	56.23608	86.35819				
196.57588	27.25505	007589	002	17.533	15.901	15.147	14.761	14.519		1	01.568	35.97719	86.69202				
196.52171	28.78744	006915	018	19.248	17.983	17.238	16.952	16.807		1	01.569	60.93595	86.36478				
194.21331	29.37819	007148	004	17.152	15.713	15.073	14.764	14.474		1	01.569	95.32478	87.45363				
195.60151	29.45160	007798	009	19.284	17.898	17.182	16.910	16.688		1	01.573	77.47204	86.64946				
193.52300	27.06863	007558	002	16.630	14.937	14.204	13.828	13.631		1	01.590	27.31940	89.40632				
196.80502	28.04696	007300	002	16.573	15.360	14.854	14.584	14.400		1	01.595	48.56007	86.38460				
193.21087	27.74590	006006	008	19.556	17.642	16.972	16.603	16.525		1	01.598	96.22252	89.30808				
195.61583	29.48759	007065	004	18.911	17.355	16.627	16.288	16.039		1	01.611	77.77153	86.61568				
193.26686	27.46454	006859	010	19.380	17.995	17.238	16.950	16.724		1	01.616	75.91522	89.50589				
195.87118	26.55051	006625	003	16.336	14.807	14.109	13.733	13.470		1	01.616	21.48124	87.25141				
193.22328	28.37128	007069	003	15.670	14.261	13.504	13.109	12.795		1	01.618	108.49516	88.71596				
196.80870	28.25825	006406	002	18.649	17.648	17.338	17.201	17.350		1	01.621	51.75123	86.32536				
194.31253	26.46634	006470	005	18.911	17.379	16.693	16.383	16.199		1	01.623	06.22384	88.54388				
194.12046	26.54346	007727	003	18.512	17.006	16.312	15.958	15.695		1	01.626	05.75521	88.73194				
196.72900	28.54803	006262	002	16.260	14.495	13.666	13.260	12.967		1	01.629	56.36272	86.29571				
196.81735	28.28393	007435	003	17.348	15.550	14.756	14.358	14.110		1	01.633	52.09833	86.31051				
196.84686	27.86553	006156	005	19.379	17.447	16.772	16.436	16.226		1	01.635	45.62274	86.38722				
194.21785	26.48773	007603	003	15.907	14.611	13.960	13.615	13.451		1	01.637	05.39113	88.62884				
193.30212	27.32309	006634	007	17.456	15.726	15.105	14.758	14.267		1	01.637	59.36926	89.56082				
193.90599	26.64213	006540	008	19.330	17.586	16.948	16.687	16.480		1	01.645	05.65836	88.94761				
194.33320	26.43233	007168	009	18.929	17.498	16.834	16.619	16.393		1	01.648	05.38850	88.51165				
194.52014	26.37061	006946	007	18.408	16.975	16.321	15.943	15.754		1	01.655	06.24477	88.33475				
194.04825	29.39825	007225	001	19.459	18.259	17.776	17.495	17.201		1	01.655	98.44954	87.50022				
193.77132	26.72416	006641	004	17.493	16.204	15.582	15.239	15.078		1	01.656	06.70946	89.09213				
196.64833	27.16872	007724	002	16.820	15.269	14.587	14.242	14.014		1	01.666	34.48405	86.62847				
193.12357	27.80302	007254	023	19.551	18.241	17.687	17.483	16.942		1	01.667	103.84241	89.28570				
193.45500	28.94271	007095	005	18.104	16.856	16.236	15.962	15.863		1	01.672	106.91510	88.11095				
193.47587	26.96638	006184	003	17.396	15.923	15.175	14.803	14.517		1	01.684	16.64350	89.42766				
193.46459	28.97940	007951	002	16.414	15.434	14.869	14.589	14.308		1	01.686	106.98183	88.07338				
193.20373	27.40185	007728	001	16.315	15.414	15.100	14.932	14.863		1	01.689	74.81081	89.58952				
196.33154	29.19744	008107	006	19.237	17.538	16.844	16.490	16.270		1	01.695	67.80011	86.30558				
196.83243	28.50060	007857	057	18.697	18.335	17.744	17.672	17.620		1	01.699	55.18384	86.22788				
193.59537	26.79943	006771	007	19.232	17.457	16.748	16.404	16.335		1	01.710	06.47294	89.26630				
193.90285	26.56438	006304	013	20.063	18.246	17.611	17.298	16.999		1	01.711	01.96433	88.91164				
193.64763	26.75140	008021	017	19.565	17.993	17.276	17.120	16.967		1	01.711	04.90397	89.20270				
195.29977	29.66411	007161	002	18.806	17.667	17.058	16.756	16.552		1	01.715	83.25698	86.67777				
196.90791	28.32582	006761	004	17.467	16.120	15.472	15.161	14.951		1	01.719	52.34537	86.22189				
193.14579	27.45937	007462	022	19.843	18.223	17.570	17.246	17.022		1	01.719	85.45861	89.58242				
193.31713	27.09444	006158	002	16.087	14.366	13.620	13.241	13.048		1	01.730	28.29154	89.59124				
193.34633	27.03347	007033	004	17.711	16.573	16.037	15.737	15.586		1	01.740	20.70890	89.55629				
196.67463	28.90685	007719	005	18.654	17.018	16.257	15.902	15.654		1	01.745	61.65644	86.19153				
196.90672	27.49915	006638	002	16.970	15.157	14.324	13.912	13.615		1	01.751	39.74712	86.38509				
196.66899	28.93001	007568	018	19.084	17.557	16.848	16.577	16.336		1	01.753	62.00041	86.18538				
193.15480	27.32517	007901	009	18.950	17.414	16.688	16.374	16.129		1	01.757	69.86508	89.67177				
196.57207	29.06319	007009	002	15.911	13.929	13.102	12.726	12.627		1	01.762	64.37120	86.19637				
193.23634	28.81208	006179	002	18.830	17.826	17.440	17.287	17.099		1	01.766	111.83848	88.28360				
196.92979	27.50966	007579	002	18.074	16.341	15.579	15.201	14.959		1	01.768	39.88437	86.36378				
196.07077	26.47539	007511	001	18.653	17.579	17.342	17.253	17.318		1	01.771	20.82798	87.06038				
196.35524	29.29648	007059	002	16.763	14.968	14.196	13.824	13.618		1	01.782	68.88890	86.23334				
193.28154	27.03818	007635	003	17.757	16.244	15.517	15.139	14.893		1	01.787	19.54899	89.61358				
196.97309	28.38313	006421	004	18.508	16.574	15.863	15.486	15.260		1	01.787	52.90223	86.14976				
194.27007	26.30252	006542	011	19.281	17.981	17.437	17.218	17.209		1	01.789	00.01225	88.49355				
192.97284	27.97803	006945	002	19.088	17.661	17.443	17.233	17.692		1	01.791	116.21312	89.14430				
197.00993	28.25140	007520	004	17.924	16.364	15.716	15.391	15.245		1	01.795	50.88295	86.15735				
193.71965	26.57591	006012	011	19.455	17.686	17.052	16.735	16.669		1	01.799	357.38287	89.05448				
196.55667	29.14145	006965	004	18.638	17.498	17.194	17.142	17.316		1	01.800	65.48841	86.16857				
197.03794	27.82661	006914	002	17.265	15.595	14.852	14.412	14.342		1	01.806	44.56014	86.22791				
194.07749	26.35890	006422	002	16.280	14.475	13.658	13.244	12.986		1	01.808	357.93514	88.66771				
193.52653	29.24268	007376	009	18.231	16.878	16.155	15.835	15.643		1	01.816	107.54899	87.80536				
192.93244	27.96284	006921	002	16.783	15.165	14.414	14.036	13.815		1	01.827	118.51664	89.16291				
194.41939	26.20530	006074	010	19.030	17.899	17.198	16.859	16.735		1	01.838	359.77553	88.32819				
192.91950	28.05315	006193	007	18.968	17.415	16.915	16.269	16.117		1	01.839	119.65416	89.07357				
196.58941	29.17012	007282	003	17.535	16.063	15.338	14.965	14.708		1	01.841	65.63630	86.12932				
196.41072	29.35020	007178	005	18.544	17.475	16.983	16.882	17.072		1	01.854	69.14491	86.16307				
196.49848	29.27882	007919	002	16.570	14.859	14.103	13.722	13.459		1	01.856	67.62734	86.13911				
193.86010	29.53256	006456	021	19.874	18.330	17.765	17.429	17.261		1	01.856	103.04827	87.43948				
197.11053	28.13542	006633	008	19.522	17.844	17.162	16.882	16.863		1	01.869	48.88323	86.10172				
197.12557	27.87927	006108	002	19.228	18.081	17.612	17.385	17.330		1	01.880	45.13814	86.14248				
196.69545	29.13071	007925	007	19.289	17.166	16.470	16.369	15.983		1	01.888	64.44886	86.06927				
196.91656	28.82875	007803	008	19.634	17.051	16.379	16.067	15.888		1	01.892	59.26362	86.03440				
193.07261	27.15820	006387	005	18.419	17.066	16.361	16.031	15.757		1	01.892	41.95401	89.80799				
197.11370	28.32050	006500	003	16.503	14.601	13.696	13.283	13.033		1	01.896	51.48169	86.05025				
195.57406	26.14257	006454	002	17.819	16.896	16.520	16.327	16.271		1	01.897	11.43677	87.38103				
192.85714	28.12081	007279	002	19.491	18.161	17.672	17.343	17.250		1	01.898	123.05111	89.00744				
196.99123	28.71064	007565	003	16.831	15.215	14.407	14.012	13.722		1	01.902	57.32333	86.02134				
197.11500	28.35065	007133	001	18.883	17.535	17.018	16.812	17.119		1	01.903	51.89546	86.04046				
192.96001	27.36084	006450	005	19.083	17.435	16.718	16.406	16.078		1	01.907	101.93474	89.75083				
194.84505	29.88785	007403	003	18.086	16.764	16.110	15.753	15.485		1	01.923	91.09679	86.73525				
193.07384	27.08555	006290	003	16.993	15.522	14.753	14.439	14.410		1	01.924	20.36664	89.80447				
193.79527	29.57827	007458	002	16.995	15.315	14.547	14.180	13.931		1	01.925	104.57336	87.41532				
194.94111	29.89631	006524	010	19.474	17.948	17.269	16.966	16.692		1	01.928	89.96638	86.68237				
194.14608	29.74739	007226	029	19.738	17.470	16.912	16.695	16.791		1	01.929	99.87347	87.14703				
195.00467	29.90406	007311	013	18.868	17.134	16.410	16.091	15.901		1	01.935	89.25961	86.64490				
193.01401	27.16597	007540	002	17.460	16.165	15.505	15.226	15.025		1	01.936	48.30647	89.85741				
192.96492	27.25560	006822	013	18.995	17.753	17.061	16.735	16.573		1	01.940	86.58621	89.84184				
196.34840	29.51041	006037	003	18.184	16.658	15.939	15.595	15.362		1	01.942	71.54660	86.11352				
194.84460	26.02624	006062	004	17.111	15.985	15.383	15.148	14.971		1	01.948	01.55002	87.91048				
196.19975	29.61493	005962	002	19.355	18.302	17.781	17.417	17.506		1	01.952	73.94966	86.15052				
196.56301	29.36615	007335	002	18.954	18.021	17.588	17.422	18.128		1	01.957	68.24581	86.04416				
192.90817	27.31066	007050	003	17.354	15.914	15.358	15.065	14.840		1	01.967	109.59021	89.81252				
192.85901	27.42126	007314	001	16.469	14.791	14.048	13.676	13.437		1	01.974	123.01367	89.70699				
193.02863	27.02634	006400	003	16.768	15.265	14.685	14.386	14.135		1	01.987	358.88578	89.81815				
196.31858	29.58762	007102	001	18.397	17.217	16.885	16.792	17.124		1	01.988	72.67928	86.08706				
192.98465	27.08841	007948	007	18.768	17.235	16.563	16.238	15.987		1	01.993	13.28435	89.88167				
194.10195	29.80494	007769	021	19.299	18.076	17.534	17.277	17.100		1	01.997	101.02712	87.10911				
196.63759	29.36562	007296	002	17.516	16.362	15.980	15.832	15.880		1	02.003	67.72591	85.99011				
193.70878	26.32492	006769	003	18.243	16.677	16.010	15.666	15.449		1	02.006	346.48183	88.89513				
194.07706	29.80780	007006	002	17.148	15.487	14.746	14.372	14.104		1	02.008	101.44528	87.11465				
196.45457	26.43104	005958	004	18.862	17.415	16.714	16.379	16.226		1	02.010	21.48988	86.71578				
192.72523	27.84183	007583	001	16.062	14.411	13.689	13.309	13.075		1	02.015	132.37649	89.27655				
197.24500	27.61395	007400	009	18.953	17.340	16.744	16.445	16.428		1	02.017	41.04578	86.07550				
195.92298	29.81826	007019	004	19.087	17.211	16.588	16.242	16.067		1	02.018	78.62188	86.19406				
193.81207	26.25007	006495	005	18.487	17.163	16.462	16.127	15.951		1	02.019	347.24948	88.77708				
193.49630	26.44404	007076	002	16.235	14.409	13.646	13.219	13.045		1	02.029	342.79777	89.11044				
192.85689	28.72032	007242	012	19.727	18.150	17.565	17.314	17.126		1	02.031	123.01370	88.40793				
192.78846	27.40685	006839	005	18.362	16.835	16.242	15.935	15.823		1	02.038	135.68297	89.71434				
196.68758	29.37162	007924	005	18.554	16.926	16.174	15.838	15.659		1	02.039	67.46125	85.95026				
195.82259	26.06010	007462	001	17.964	17.154	16.719	16.488	16.430		1	02.045	11.64393	87.14330				
193.15122	26.74989	007873	003	16.293	15.067	14.485	14.199	14.118		1	02.046	337.50239	89.54087				
193.04933	26.87481	006179	004	16.756	15.401	14.843	14.565	14.275		1	02.049	336.69541	89.69529				
197.01654	28.99826	007231	002	17.852	16.908	16.513	16.419	16.449		1	02.049	60.91033	85.88297				
197.21479	28.62929	006813	002	17.149	16.112	15.625	15.389	15.224		1	02.058	55.24147	85.86827				
192.93721	27.01836	006399	002	17.032	16.005	15.540	15.302	15.050		1	02.063	335.15321	89.87013				
197.32667	28.21259	007341	017	19.098	18.284	17.604	17.260	17.053		1	02.066	49.28922	85.89811				
197.27324	28.49086	007727	004	18.516	16.970	16.272	15.935	15.686		1	02.069	53.19327	85.86541				
192.78156	27.32040	006249	010	19.232	17.770	17.094	16.773	16.658		1	02.070	142.74347	89.79574				
196.39297	29.65319	006574	019	20.585	17.980	17.302	16.973	16.806		1	02.079	72.84711	85.99569				
196.06177	26.11622	007450	001	18.513	17.246	16.262	16.702	16.441		1	02.080	14.18534	86.96373				
196.94959	29.15296	006967	033	20.240	17.986	17.427	17.092	17.303		1	02.081	63.19447	85.86437				
193.23471	26.59468	007281	002	18.721	17.499	17.118	16.937	16.854		1	02.086	335.11948	89.37012				
197.30138	28.46766	007635	020	18.945	18.055	17.378	17.053	17.494		1	02.088	52.78209	85.84905				
197.33962	28.31158	006024	004	17.450	15.646	14.795	14.367	14.136		1	02.091	50.57966	85.86160				
193.51034	29.60361	006313	002	15.973	14.296	13.474	13.009	12.678		1	02.092	110.05844	87.45927				
197.34761	28.28146	006250	002	17.726	16.056	15.310	14.928	14.694		1	02.093	50.15131	85.86279				
197.06316	29.02299	006147	002	18.512	17.721	17.512	17.381	17.286		1	02.097	60.97017	85.83549				
197.35981	28.41586	006190	004	17.347	15.872	15.000	14.564	14.236		1	02.127	51.89120	85.81542				
192.58660	27.93716	006971	017	18.925	17.935	17.335	16.986	16.769		1	02.133	139.52300	89.15568				
192.65436	27.48300	006637	002	17.790	16.063	15.286	14.913	14.681		1	02.133	150.07838	89.60117				
193.26316	26.47657	007696	002	17.692	16.178	15.492	15.151	14.953		1	02.148	331.96110	89.25535				
192.98139	26.78289	006073	003	18.604	16.943	16.288	15.852	15.821		1	02.150	320.42526	89.63795				
197.29773	28.77653	006363	004	19.227	18.125	17.719	17.750	17.859		1	02.176	56.76496	85.74756				
192.61699	27.43491	006411	001	16.386	14.625	13.846	13.457	13.194		1	02.177	157.97567	89.62518				
193.02112	29.28808	006578	005	18.685	17.427	17.012	16.860	16.669		1	02.181	119.19667	87.83548				
196.51614	29.70971	006087	002	17.898	16.957	16.508	16.318	16.396		1	02.189	72.54440	85.87659				
192.63832	27.32042	008004	009	24.569	20.499	19.106	19.210	19.998		1	02.191	168.54334	89.72504				
196.59451	29.65755	006980	002	19.290	16.436	15.929	15.776	16.262		1	02.191	71.39679	85.85401				
192.75720	28.92797	006424	002	16.121	14.660	14.059	13.766	13.547		1	02.193	125.77991	88.19802				
192.63188	27.31400	008003	001	17.702	16.509	16.052	15.780	15.576		1	02.198	170.33546	89.72529				
194.59681	30.14296	007741	012	18.013	16.940	16.333	16.121	16.139		1	02.202	96.51384	86.62176				
193.18363	26.47040	006383	002	16.316	14.624	13.818	13.393	13.056		1	02.204	326.74576	89.28133				
193.32343	26.33930	006922	001	19.123	18.092	17.614	17.353	17.241		1	02.210	330.74497	89.10886				
197.28743	28.89252	007425	003	17.801	15.976	15.274	14.953	14.746		1	02.213	58.25050	85.71151				
197.46714	28.38244	007096	006	16.860	15.679	15.102	14.892	15.173		1	02.213	51.09349	85.73432				
196.28719	29.88101	006925	018	19.608	18.366	17.696	17.403	17.386		1	02.219	76.16227	85.91991				
192.49115	27.82242	006917	002	16.042	13.963	13.126	12.769	12.682		1	02.223	148.05633	89.23276				
197.09016	29.22843	007013	009	18.286	16.426	15.810	15.494	15.644		1	02.225	63.30536	85.72053				
192.56744	27.38001	006694	004	18.503	16.767	15.992	15.508	15.356		1	02.234	168.74583	89.63836				
192.58301	27.32400	007646	002	16.610	14.783	13.989	13.591	13.309		1	02.237	174.34040	89.68575				
196.46251	29.80999	007083	003	17.806	16.219	15.495	15.138	14.908		1	02.242	74.03341	85.85036				
197.44072	28.62121	006780	003	17.833	16.496	15.822	15.495	15.222		1	02.245	54.22991	85.68430				
196.41297	26.10657	006322	001	16.711	15.831	15.476	15.278	15.291		1	02.248	15.90605	86.66304				
192.54628	27.36984	007735	010	19.667	18.007	17.347	17.021	16.756		1	02.255	171.91408	89.63136				
197.53456	28.28991	007001	005	18.278	16.884	16.163	15.807	15.664		1	02.257	49.68844	85.70149				
197.48698	28.55809	006907	006	17.867	16.641	15.973	16.047	16.127		1	02.268	53.26453	85.66601				
192.59421	27.17536	007002	008	18.555	17.254	16.611	16.346	16.258		1	02.276	201.58457	89.75931				
194.91844	30.24696	007621	002	17.853	17.034	16.915	16.920	17.227		1	02.279	93.34301	86.39623				
192.44542	27.64075	007049	010	19.667	18.175	17.480	17.129	16.893		1	02.284	158.49216	89.36926				
197.21347	29.16967	007855	007	18.770	17.740	17.427	17.416	18.136		1	02.284	61.94887	85.65248				
192.97923	26.55827	007950	004	19.825	18.433	17.740	17.453	17.289		1	02.285	313.57613	89.42009				
193.17120	26.36583	006137	002	17.131	15.432	14.672	14.286	14.072		1	02.285	323.05977	89.18835				
192.43488	27.66965	007610	002	18.566	17.520	17.018	16.752	16.555		1	02.289	157.68358	89.34029				
192.89757	26.62892	006384	010	18.317	17.128	16.517	16.174	16.244		1	02.300	306.83290	89.49951				
192.43623	27.59177	006832	004	19.073	18.023	17.667	17.382	17.244		1	02.300	161.87624	89.40321				
192.77738	29.19681	006621	002	18.716	17.528	17.074	16.773	16.505		1	02.306	124.91668	87.93018				
197.37763	28.98596	006189	003	17.568	15.872	15.026	14.620	14.316		1	02.324	58.96453	85.60179				
196.31675	25.95764	006516	003	15.867	14.721	14.150	13.892	13.701		1	02.329	12.97971	86.69319				
192.56446	27.06030	006657	008	19.235	17.884	17.134	16.806	16.550		1	02.344	227.37016	89.72871				
192.44109	27.36909	006850	003	18.668	17.010	16.284	15.949	15.668		1	02.345	179.91388	89.55688				
197.49954	28.81512	007658	010	32.701	14.632	14.489	14.177	15.259		1	02.355	56.38254	85.56887				
197.46544	28.90039	007732	008	18.336	16.286	15.612	15.271	15.247		1	02.359	57.55027	85.56483				
192.49582	27.15267	007849	003	18.284	16.755	16.007	15.660	15.419		1	02.366	208.53389	89.67546				
194.05990	30.20008	007493	005	17.826	16.320	15.653	15.353	15.181		1	02.377	104.29079	86.75268				
196.21274	25.83933	007266	003	17.968	16.357	15.634	15.271	15.055		1	02.389	10.44536	86.73375				
192.28168	27.79729	006277	002	18.322	16.544	15.780	15.419	15.109		1	02.409	160.26227	89.15711				
192.31549	28.49751	007317	002	18.427	17.429	17.254	17.120	17.131		1	02.424	142.16664	88.54867				
196.03047	25.72515	007263	002	18.032	17.320	17.118	16.992	17.006		1	02.425	07.34953	86.83281				
192.42197	28.84482	006528	014	20.588	18.324	17.740	17.462	17.202		1	02.431	135.51395	88.24050				
192.39724	27.19762	006249	002	17.759	16.007	15.238	14.886	14.584		1	02.433	203.25232	89.58293				
192.36550	27.26764	007972	003	17.583	16.039	15.319	15.012	14.691		1	02.438	195.21740	89.53906				
192.24353	27.83582	007717	003	18.194	16.874	16.297	16.029	15.849		1	02.440	160.46859	89.10599				
192.29942	27.38503	006256	007	18.093	17.106	16.740	16.606	16.184		1	02.462	185.52144	89.43981				
197.69426	28.64220	007819	011	18.389	17.313	16.701	16.604	16.385		1	02.465	53.55980	85.46683				
197.31703	29.36766	006277	002	16.133	15.117	14.640	14.444	14.253		1	02.467	63.66969	85.48022				
192.58425	26.74986	007101	001	17.516	16.295	15.877	15.637	15.532		1	02.468	269.90834	89.54902				
197.74242	28.51889	007332	017	19.255	17.773	17.055	16.842	16.669		1	02.477	51.91143	85.46365				
192.55609	26.77609	007086	002	17.118	15.277	14.490	14.091	13.850		1	02.477	265.34100	89.55598				
192.28683	27.36877	006593	001	17.240	15.412	14.613	14.222	13.937		1	02.477	187.51329	89.43694				
