#ra_1	dec_1	cz	ecz	zsource	ra_2	dec_2	u	g	r	i	zm	mur	gr	r50	rp	rf
#----	-----	--	---	-------	----	-----	-	-	-	-	--	---	--	---	--	--
260.147667	26.751833	0.374611	8.0756e-05	MMT/Hectospec	260.147665	26.751843	21.867	20.417	19.459	18.985	18.560	022.200	01.003	01.311	19.617	20.270
260.147983	26.769367	0.251795	5.98081e-05	MMT/Hectospec	260.147979	26.769368	20.998	20.088	19.602	19.181	18.983	021.503	00.530	00.886	19.771	19.791
260.148096	26.427433	0.173054	0.000123919	MMT/Hectospec	260.148102	26.427432	21.674	20.427	19.708	19.410	19.170	022.344	00.765	01.261	19.845	20.626
260.148280	26.493055	0.292851	0.000392972	Keck/DEIMOS	260.148264	26.493189	23.864	21.828	20.345	19.707	19.451	022.344	01.530	00.939	20.486	21.042
260.148813	26.752251	0.37226	9.97692e-05	MMT/Hectospec	260.148818	26.752251	24.452	21.974	20.511	19.760	19.455	023.025	01.508	01.155	20.717	21.075
260.149383	26.851431	0.102802	0.000126821	MMT/Hectospec	260.149386	26.851431	19.697	17.857	16.943	16.554	16.212	020.250	00.960	01.665	17.148	18.141
260.149700	26.745640	0.289393	0.000159944	MMT/Hectospec	260.149708	26.745640	23.159	20.874	19.737	19.281	18.905	022.021	01.181	01.073	19.873	20.317
260.150100	26.769947	0.154366	7.2617e-05	MMT/Hectospec	260.150109	26.769946	21.012	19.604	18.765	18.460	18.195	022.185	00.883	01.794	18.921	19.990
260.150471	26.587170	0.506793	7.1116e-05	MMT/Hectospec	260.150462	26.587170	22.657	22.435	20.765	19.882	19.335	022.473	01.719	00.800	20.963	21.346
260.150729	26.798167	0.28927	0.000135594	MMT/Hectospec	260.150718	26.798173	21.371	20.546	19.636	19.284	18.944	022.385	00.955	01.329	19.772	20.525
260.151670	26.527222	0.109039	0.000121017	Keck/DEIMOS	260.151653	26.527432	23.668	22.067	21.581	21.427	21.184	023.300	00.535	00.696	22.092	22.284
260.152680	26.693054	0.314319	0.000243669	Keck/DEIMOS	260.152675	26.693274	22.705	22.664	21.628	21.199	21.654	024.364	01.083	01.134	22.096	22.679
260.152704	26.549000	0.173113	9.50993e-05	MMT/Hectospec	260.152705	26.549020	20.744	19.435	18.608	18.189	17.889	022.352	00.877	01.988	18.865	20.192
260.152920	26.584473	0.160984	0.000202174	Keck/DEIMOS	260.152900	26.584449	24.820	22.773	21.670	21.939	23.382	023.840	01.153	00.645	22.797	22.792
260.153817	26.859356	0.156349	0.000185729	MMT/Hectospec	260.153804	26.859355	23.923	21.081	20.084	19.532	19.640	022.660	01.043	01.251	20.179	20.496
260.154246	26.676575	0.400503	8.03557e-05	MMT/Hectospec	260.154234	26.676574	25.431	21.717	20.111	19.475	19.068	022.944	01.653	01.359	20.283	21.060
260.154304	26.461895	0.157216	9.40986e-05	MMT/Hectospec	260.154307	26.461894	21.508	19.975	18.908	18.430	18.130	021.996	01.112	01.665	18.894	19.786
260.154570	26.457224	0.109322	0.000105206	Keck/DEIMOS	260.154581	26.457413	21.550	20.938	20.416	20.024	20.104	023.834	00.568	01.769	20.600	21.743
260.155050	26.628708	0.160661	0.000108709	MMT/Hectospec	260.155052	26.628708	21.148	19.452	18.269	17.842	17.440	021.041	01.231	01.324	18.437	19.183
260.155792	26.627083	0.15432	0.000137128	MMT/Hectospec	260.155796	26.627094	21.313	19.817	18.904	18.542	18.229	021.279	00.961	01.118	19.042	19.597
260.156421	26.621828	0.186163	0.000150971	MMT/Hectospec	260.156416	26.621827	19.714	18.524	17.813	17.374	17.192	021.537	00.759	02.052	17.981	19.057
260.157879	26.382013	0.243355	6.251e-05	MMT/Hectospec	260.157887	26.382013	22.372	20.491	19.452	18.925	18.632	022.549	01.090	01.511	19.658	20.613
260.158200	26.591946	0.15383	0.00056696	Keck/DEIMOS	260.158185	26.592177	21.666	20.482	19.557	19.246	18.830	021.182	00.975	00.768	19.760	20.194
260.158538	26.482694	0.177898	0.000180158	MMT/Hectospec	260.158526	26.482713	22.280	20.896	20.030	19.511	19.177	022.236	00.912	00.990	20.263	20.859
260.159083	26.893352	0.320193	5.18693e-05	MMT/Hectospec	260.159089	26.893353	22.322	20.221	18.902	18.364	17.963	022.308	01.366	01.740	19.110	20.138
260.159596	26.588480	0.322179	6.44113e-05	MMT/Hectospec	260.159605	26.588481	23.076	22.112	20.618	20.068	19.610	022.246	01.544	00.780	20.791	21.221
260.161010	26.548332	0.105226	0.00019757	Keck/DEIMOS	260.160971	26.548477	23.514	21.790	21.361	20.872	20.598	023.433	00.478	00.691	22.241	22.428
260.161130	26.630556	0.159478	0.000424261	Keck/DEIMOS	260.161116	26.630595	22.638	20.803	19.791	19.375	18.947	022.328	01.060	01.171	19.990	20.578
260.161380	26.713057	0.295246	0.000167249	Keck/DEIMOS	260.161378	26.713214	25.182	22.615	21.858	21.503	21.235	023.510	00.803	00.692	22.314	22.414
260.161400	26.491989	0.106494	0.000210379	MMT/Hectospec	260.161405	26.491989	19.712	18.093	17.178	16.745	16.376	020.825	00.961	01.917	17.417	18.627
260.162829	26.563772	0.322001	0.000213315	MMT/Hectospec	260.162815	26.563772	21.825	21.082	19.665	19.026	18.676	022.118	01.467	01.087	19.942	20.586
260.162888	26.674656	0.256151	0.000181059	MMT/Hectospec	260.162878	26.674655	21.734	21.006	20.462	20.332	19.980	022.425	00.591	00.903	20.652	21.059
260.163000	26.751778	0.16233	0.000147135	MMT/Hectospec	260.163007	26.751795	21.965	19.975	18.791	18.383	18.062	021.048	01.228	01.063	18.920	19.442
260.163458	26.600556	0.549569	0.000146468	MMT/Hectospec	260.163447	26.600580	22.227	21.047	20.006	19.444	19.166	023.040	01.090	01.510	20.150	21.029
260.163640	26.745001	0.269087	0.000281262	Keck/DEIMOS	260.163610	26.745153	22.678	21.602	20.743	20.515	20.699	022.764	00.904	00.891	21.020	21.293
260.164090	26.590000	0.684644	0.000352211	Keck/DEIMOS	260.164051	26.590009	24.408	22.333	21.551	20.814	20.509	022.836	00.831	00.636	21.824	21.914
260.164404	26.703817	0.158258	0.000139163	MMT/Hectospec	260.164411	26.703816	19.646	17.916	16.815	16.371	15.999	020.270	01.147	01.761	17.046	18.095
260.164430	26.498056	0.291868	0.00016865	Keck/DEIMOS	260.164388	26.498175	22.217	21.872	21.171	21.033	20.041	023.589	00.748	01.154	21.283	21.969
260.165062	26.815313	0.2691	0.000184228	MMT/Hectospec	260.165051	26.815315	20.925	19.979	19.178	18.829	18.521	022.280	00.845	01.540	19.347	20.274
260.165121	26.698452	0.372688	0.00017312	MMT/Hectospec	260.165114	26.698452	23.364	21.869	20.391	19.833	19.422	022.409	01.524	00.958	20.507	20.911
260.165500	26.690277	0.201928	0.000108342	Keck/DEIMOS	260.165474	26.690289	23.108	22.079	21.487	21.394	20.915	023.493	00.639	00.953	21.603	22.097
260.165833	26.650925	0.162545	0.00017312	MMT/Hectospec	260.165821	26.650926	21.081	19.510	18.298	17.847	17.486	021.494	01.259	01.587	18.496	19.426
260.165950	26.646667	0.428605	0.000319388	Keck/DEIMOS	260.165948	26.646849	22.884	22.901	21.734	21.346	20.979	023.675	01.215	00.873	21.975	22.215
260.166260	26.656944	0.156428	0.000426129	Keck/DEIMOS	260.166262	26.656969	24.394	22.057	21.063	20.839	20.571	023.201	01.041	00.938	21.345	21.687
260.166320	26.666111	0.158736	0.000383066	Keck/DEIMOS	260.166338	26.666250	22.424	21.464	20.428	20.083	19.882	022.840	01.083	01.134	20.572	21.121
260.166579	26.542316	0.105017	9.56997e-05	MMT/Hectospec	260.166572	26.542316	20.869	19.071	18.133	17.701	17.373	020.965	00.988	01.345	18.326	19.153
260.166721	26.810206	0.161602	0.000128489	MMT/Hectospec	260.166728	26.810206	22.499	20.272	19.274	18.923	18.613	022.110	01.042	01.352	19.460	20.238
260.166979	26.499353	0.165197	0.000247171	MMT/Hectospec	260.166965	26.499354	22.908	21.236	20.211	19.845	19.725	022.083	01.072	00.884	20.356	20.917
260.167292	26.777466	0.184739	9.81014e-05	MMT/Hectospec	260.167304	26.777467	20.236	19.351	18.820	18.449	18.267	022.093	00.574	01.693	18.955	19.950
260.167390	26.737223	0.362202	0.000336133	Keck/DEIMOS	260.167378	26.737461	23.622	22.566	21.399	20.681	20.223	023.016	01.211	00.728	21.710	21.071
260.167608	26.697889	0.160622	0.000193234	MMT/Hectospec	260.167613	26.697908	21.223	19.900	18.842	18.434	18.029	021.987	01.104	01.539	19.056	19.950
260.168467	26.482556	0.154894	0.00020234	MMT/Hectospec	260.168477	26.482568	22.495	20.737	20.146	19.747	19.754	022.697	00.637	01.223	20.265	21.015
260.168640	26.581112	0.761344	6.06754e-05	Keck/DEIMOS	260.168581	26.581207	23.597	22.323	21.762	21.083	22.792	024.006	00.610	00.867	22.321	22.685
260.170554	26.470081	0.156213	9.4699e-05	MMT/Hectospec	260.170567	26.470080	22.112	20.720	19.930	19.492	19.110	022.920	00.835	01.473	20.084	21.028
260.170554	26.438116	0.159976	0.000113579	MMT/Hectospec	260.170565	26.438117	22.698	20.937	19.989	19.579	19.342	022.450	00.992	01.146	20.159	20.874
260.170590	26.703335	0.163727	0.000570729	Keck/DEIMOS	260.170562	26.703520	22.579	21.385	20.327	19.942	19.768	022.756	01.104	01.172	20.416	21.076
260.170650	26.653334	0.157452	0.000383032	Keck/DEIMOS	260.170639	26.653452	22.741	21.013	19.916	19.522	19.233	022.145	01.144	01.032	20.082	20.583
260.172820	26.514444	0.291157	0.000220653	Keck/DEIMOS	260.172824	26.514683	21.919	21.468	20.639	20.441	20.094	023.704	00.877	01.554	20.752	21.792
260.173417	26.751694	0.160857	9.3198e-05	MMT/Hectospec	260.173406	26.751705	19.779	17.820	16.639	16.179	15.825	020.264	01.225	01.949	16.820	17.959
260.173475	26.454792	0.158505	0.000113479	MMT/Hectospec	260.173472	26.454792	22.857	21.115	20.248	19.809	19.580	022.544	00.912	01.042	20.460	21.087
260.173875	26.629559	0.16007	8.72605e-05	MMT/Hectospec	260.173873	26.629559	21.879	20.059	18.914	18.492	18.094	021.094	01.192	01.014	19.069	19.542
260.174562	26.518137	0.186679	0.000149203	MMT/Hectospec	260.174556	26.518137	22.102	19.649	18.339	17.875	17.443	020.780	01.358	01.155	18.472	19.241
260.174733	26.422478	0.290093	0.00011538	MMT/Hectospec	260.174727	26.422477	20.753	20.277	19.764	19.735	19.381	021.984	00.557	01.049	19.885	20.486
260.175960	26.524721	0.257676	0.000116281	Keck/DEIMOS	260.175957	26.524874	22.543	21.835	21.192	21.140	20.400	022.523	00.691	00.648	21.470	21.711
260.176820	26.680000	0.258104	0.000159978	Keck/DEIMOS	260.176844	26.680116	24.236	22.093	21.267	21.216	20.708	023.574	00.872	01.113	21.347	21.972
260.177120	26.733557	0.400598	9.61667e-05	Keck/DEIMOS	260.177115	26.733543	23.742	22.803	21.930	21.985	21.770	024.677	00.917	01.253	22.192	22.808
260.177670	26.521389	0.427441	0.000112578	Keck/DEIMOS	260.177665	26.521397	24.482	21.453	21.070	20.979	21.339	022.279	00.431	00.602	21.386	21.672
260.177937	26.896917	0.183369	0.000107441	MMT/Hectospec	260.177952	26.896917	21.514	19.668	18.589	18.129	17.850	021.503	01.125	01.414	18.756	19.592
260.178070	26.532778	0.187003	0.000328461	Keck/DEIMOS	260.178074	26.532989	23.130	22.835	21.841	21.425	20.992	023.466	01.043	00.733	22.145	22.404
260.178070	26.517555	0.487479	0.00013963	Keck/DEIMOS	260.178081	26.517536	22.795	22.097	20.882	20.645	20.772	023.150	01.263	01.090	20.968	21.645
260.178108	26.719694	0.0828537	0.000119083	MMT/Hectospec	260.178097	26.719704	21.058	20.002	19.158	18.654	18.440	021.752	00.889	01.225	19.316	19.975
260.178279	26.684833	0.379468	5.68728e-05	MMT/Hectospec	260.178292	26.684848	23.531	21.949	20.289	19.755	19.303	023.001	01.706	01.310	20.420	21.168
260.178308	26.667261	0.25619	7.85545e-05	MMT/Hectospec	260.178307	26.667262	21.775	19.533	18.123	17.621	17.258	021.501	01.456	01.730	18.316	19.333
260.178596	26.546328	0.0160472	0.000128422	MMT/Hectospec	260.178607	26.546327	20.218	19.162	18.884	18.800	18.591	021.838	00.327	01.399	19.114	20.011
260.179279	26.532461	0.292713	0.000111044	MMT/Hectospec	260.179285	26.532460	21.552	20.841	20.137	20.020	19.756	021.586	00.753	00.743	20.236	20.698
260.179767	26.851334	0.360255	8.23905e-05	MMT/Hectospec	260.179770	26.851334	22.311	21.659	20.630	20.178	19.604	022.749	01.075	00.938	20.893	21.229
260.180110	26.684500	0.644719	0.000233028	Keck/DEIMOS	260.180123	26.684529	24.246	22.790	21.917	21.545	20.641	024.357	00.919	01.101	22.153	22.669
260.180240	26.651054	0.324004	9.42654e-05	Keck/DEIMOS	260.180243	26.651081	23.110	22.471	21.675	21.947	23.385	023.616	00.843	00.658	22.530	22.244
260.180850	26.644167	0.10342	0.000210479	Keck/DEIMOS	260.180839	26.644271	22.331	21.299	20.764	20.390	20.276	023.233	00.581	01.144	20.946	21.542
260.180970	26.709446	0.436534	0.000144634	Keck/DEIMOS	260.180980	26.709580	22.851	22.151	20.956	20.655	20.528	023.330	01.240	01.064	21.200	21.679
260.181571	26.584274	0.158077	5.23696e-05	MMT/Hectospec	260.181566	26.584275	24.685	20.974	19.952	19.544	19.216	022.194	01.070	01.050	20.093	20.594
260.182542	26.506470	0.23066	0.000253376	MMT/Hectospec	260.182555	26.506469	22.057	21.205	20.443	20.097	19.758	022.428	00.809	00.908	20.643	21.142
260.183000	26.640889	0.107245	6.85809e-05	MMT/Hectospec	260.182991	26.640902	20.080	18.500	17.444	16.953	16.489	021.342	01.103	02.127	17.708	18.960
260.183117	26.745167	0.372586	0.000180258	MMT/Hectospec	260.183123	26.745181	22.353	21.397	20.256	19.774	19.580	022.782	01.185	01.123	20.535	21.086
260.183400	26.431673	0.323959	0.000129056	MMT/Hectospec	260.183393	26.431671	23.151	21.833	20.501	19.899	19.454	022.318	01.375	00.903	20.545	21.155
260.184204	26.655786	0.323708	6.24099e-05	MMT/Hectospec	260.184202	26.655787	21.794	20.788	19.982	19.762	19.387	022.222	00.852	01.045	20.131	20.613
260.184510	26.528889	0.561349	0.000119916	Keck/DEIMOS	260.184500	26.529124	23.029	22.889	21.943	21.529	22.087	024.086	00.994	01.021	22.046	22.633
260.185604	26.440987	0.177605	7.67532e-05	MMT/Hectospec	260.185607	26.440987	21.748	19.902	19.214	18.795	18.627	022.449	00.732	01.706	19.294	20.407
260.186521	26.703236	0.372408	0.000138229	MMT/Hectospec	260.186508	26.703235	25.837	21.896	20.197	19.642	19.212	022.327	01.745	00.985	20.365	20.791
260.187779	26.482922	0.187989	0.000199105	MMT/Hectospec	260.187783	26.482921	22.178	20.666	19.989	19.573	19.146	022.495	00.722	01.167	20.165	20.872
260.188038	26.649917	0.177174	5.64725e-05	MMT/Hectospec	260.188043	26.649929	21.741	20.356	19.706	19.302	19.152	022.440	00.697	01.343	19.805	20.555
260.188408	26.629898	0.154531	7.63863e-05	MMT/Hectospec	260.188411	26.629897	22.882	20.214	19.193	18.879	18.581	021.391	01.068	01.015	19.364	19.831
260.192100	26.827679	0.160305	5.30034e-05	MMT/Hectospec	260.192094	26.827678	22.393	20.025	18.814	18.378	18.033	021.480	01.255	01.273	18.961	19.687
260.192129	26.826298	0.162531	7.56525e-05	MMT/Hectospec	260.192119	26.826296	22.040	20.505	19.945	19.394	19.001	023.212	00.604	01.652	20.127	20.790
260.192329	26.485214	0.274675	8.71271e-05	MMT/Hectospec	260.192318	26.485215	22.142	20.947	19.604	19.146	18.871	021.242	01.389	00.791	19.756	20.214
260.192958	26.395567	0.177003	5.33703e-05	MMT/Hectospec	260.192953	26.395567	20.971	19.375	18.243	17.803	17.527	020.762	01.179	01.156	18.452	19.190
260.193213	26.720663	0.161813	0.000100803	MMT/Hectospec	260.193207	26.720664	22.482	21.089	20.133	19.813	19.417	022.488	01.001	01.127	20.233	20.804
260.194217	26.373667	0.176022	0.000212147	MMT/Hectospec	260.194211	26.373667	21.484	19.620	18.442	17.966	17.588	020.551	01.229	00.967	18.629	19.237
260.197879	26.543694	0.175211	7.62529e-05	MMT/Hectospec	260.197892	26.543712	21.252	19.713	18.822	18.432	18.128	021.248	00.939	01.169	18.914	19.698
260.198030	26.572224	0.159632	0.000220186	Keck/DEIMOS	260.198057	26.572238	23.865	21.747	21.273	20.895	20.526	023.569	00.522	00.988	21.600	21.962
260.198450	26.834400	0.163474	0.000247939	MMT/Hectospec	260.198449	26.834400	23.541	20.797	19.768	19.358	19.006	022.101	01.074	01.091	19.917	20.481
260.198880	26.724167	0.373638	0.000298273	Keck/DEIMOS	260.198876	26.724324	24.742	22.953	21.835	21.565	20.851	023.594	01.163	00.800	22.084	22.382
260.199308	26.531306	0.15464	5.30368e-05	MMT/Hectospec	260.199302	26.531315	24.726	21.078	20.081	19.733	19.240	021.540	01.045	00.726	20.240	20.636
260.199740	26.538610	0.255141	8.8528e-05	Keck/DEIMOS	260.199724	26.538612	22.780	22.362	21.903	21.593	20.865	023.297	00.507	00.656	22.217	22.413
260.199996	26.851364	0.256472	0.000149937	MMT/Hectospec	260.200004	26.851363	22.640	21.194	19.997	19.304	18.734	022.953	01.242	01.457	20.141	20.660
260.201225	26.739139	0.154582	0.000137329	MMT/Hectospec	260.201233	26.739158	23.448	21.631	20.648	20.381	20.038	022.597	01.027	00.921	20.781	21.200
260.201425	26.442162	0.177028	0.00018206	MMT/Hectospec	260.201415	26.442162	21.397	20.520	20.080	19.813	19.668	022.887	00.483	01.361	20.223	21.069
260.201483	26.494131	0.289807	8.00555e-05	MMT/Hectospec	260.201475	26.494130	21.995	21.057	20.354	19.932	19.544	021.887	00.748	00.770	20.460	20.845
260.201542	26.592022	0.0720611	5.35371e-05	MMT/Hectospec	260.201552	26.592023	21.473	19.634	18.930	18.605	18.386	021.702	00.751	01.310	19.121	19.832
260.201942	26.727818	0.373276	0.00018266	MMT/Hectospec	260.201948	26.727818	26.403	21.977	20.686	20.067	19.575	023.146	01.335	01.167	20.816	21.408
260.202600	26.824303	0.161088	5.50382e-05	MMT/Hectospec	260.202589	26.824303	22.305	20.100	18.982	18.540	18.295	021.372	01.162	01.118	19.135	19.716
260.202800	26.509417	0.187118	5.23696e-05	MMT/Hectospec	260.202808	26.509418	21.996	20.558	19.894	19.681	19.768	022.580	00.711	01.276	20.056	20.836
260.203371	26.711872	0.292526	0.000109976	MMT/Hectospec	260.203375	26.711871	22.488	20.860	19.739	19.214	18.664	022.888	01.166	01.541	19.954	20.852
260.206117	26.631588	0.158927	0.00012969	MMT/Hectospec	260.206104	26.631590	23.671	21.497	20.469	20.036	19.873	022.970	01.074	01.157	20.658	21.230
260.207000	26.535528	0.175231	0.000119216	Keck/DEIMOS	260.206996	26.535542	21.851	21.613	21.439	20.966	22.914	024.596	00.221	01.547	21.654	22.514
260.208608	26.592987	0.159361	0.000339369	MMT/Hectospec	260.208621	26.592986	22.356	19.679	18.566	18.099	17.734	021.185	01.160	01.240	18.723	19.386
260.209008	26.481001	0.518127	0.000128989	MMT/Hectospec	260.209011	26.481000	21.721	21.043	20.257	19.983	19.817	022.289	00.830	00.929	20.454	20.941
260.210379	26.508264	0.187913	0.000147936	MMT/Hectospec	260.210370	26.508264	20.843	19.302	18.554	18.181	17.985	022.539	00.794	02.232	18.801	20.193
260.210379	26.540775	0.439369	5.51049e-05	MMT/Hectospec	260.210381	26.540774	22.236	21.312	20.122	19.685	19.677	022.857	01.237	01.336	20.233	21.010
260.210408	26.695393	0.175353	9.85016e-05	MMT/Hectospec	260.210418	26.695391	22.313	20.918	19.993	19.751	19.529	022.078	00.970	00.952	20.190	20.579
260.210754	26.873964	0.159244	0.00012035	MMT/Hectospec	260.210745	26.873963	20.862	18.595	17.467	17.004	16.648	020.893	01.173	01.758	17.673	18.721
260.210867	26.580893	0.399548	0.000205876	MMT/Hectospec	260.210853	26.580893	25.168	22.051	20.719	20.098	19.728	022.775	01.379	00.930	20.938	21.345
260.212042	26.543711	0.155433	0.000186563	MMT/Hectospec	260.212046	26.543710	21.497	21.009	20.580	20.360	20.347	022.929	00.476	01.112	20.703	21.312
260.213700	26.615366	0.178271	0.000110377	MMT/Hectospec	260.213705	26.615366	21.915	21.179	20.572	20.249	20.414	022.676	00.653	00.937	20.822	21.127
260.214729	26.463095	0.289958	0.000114346	MMT/Hectospec	260.214728	26.463094	23.181	21.209	19.874	19.289	18.985	022.046	01.378	01.001	20.049	20.642
260.216104	26.674358	0.157787	7.53189e-05	MMT/Hectospec	260.216095	26.674358	23.174	20.807	19.729	19.289	18.914	021.710	01.124	00.940	19.849	20.273
260.218250	26.467100	0.270378	0.000180125	MMT/Hectospec	260.218260	26.467101	20.716	20.034	19.605	19.489	19.285	021.850	00.472	01.029	19.793	20.410
260.218563	26.613250	0.17864	0.000102271	MMT/Hectospec	260.218564	26.613256	21.755	20.733	20.032	19.688	19.458	022.890	00.747	01.361	20.226	20.973
260.219337	26.630474	0.103487	0.000177556	MMT/Hectospec	260.219347	26.630474	21.814	19.932	19.080	18.598	18.191	021.894	00.898	01.365	19.223	19.990
260.219792	26.564497	0.171017	0.000156175	MMT/Hectospec	260.219803	26.564496	22.428	21.008	20.252	19.897	19.461	023.149	00.803	01.367	20.475	21.228
260.221196	26.668444	0.270929	0.000112478	MMT/Hectospec	260.221186	26.668469	22.712	21.139	20.328	19.912	19.625	022.478	00.857	01.003	20.476	20.937
260.221454	26.857079	0.250791	0.000183961	MMT/Hectospec	260.221441	26.857078	22.298	21.250	20.233	19.739	19.461	022.371	01.061	00.998	20.380	20.861
260.223771	26.395079	0.390126	0.000115547	MMT/Hectospec	260.223770	26.395077	23.979	21.604	19.871	19.220	18.846	022.638	01.778	01.325	20.032	20.888
260.224483	26.461870	0.178081	0.00018783	MMT/Hectospec	260.224491	26.461869	20.618	18.954	17.801	17.332	16.984	020.932	01.196	01.607	17.907	18.933
260.224888	26.484163	0.242923	5.98748e-05	MMT/Hectospec	260.224883	26.484163	22.047	20.841	20.029	19.631	19.413	021.875	00.856	00.870	20.182	20.675
260.225917	26.574980	0.16471	0.000217184	MMT/Hectospec	260.225923	26.574980	20.974	19.709	18.969	18.625	18.193	022.324	00.787	01.715	19.158	20.199
260.226575	26.542395	0.105807	0.000192467	MMT/Hectospec	260.226584	26.542394	21.607	20.137	19.299	18.927	18.740	022.254	00.884	01.409	19.514	20.328
260.228004	26.768492	0.159925	0.000100636	MMT/Hectospec	260.227990	26.768493	21.828	19.940	18.856	18.420	18.153	021.351	01.127	01.164	19.026	19.632
260.228063	26.699667	0.26637	0.00015314	MMT/Hectospec	260.228071	26.699681	22.193	20.737	19.802	19.418	19.175	022.830	00.980	01.493	19.965	20.844
260.228633	26.590982	0.104671	0.000151205	MMT/Hectospec	260.228631	26.590984	20.362	18.458	17.482	17.101	16.706	020.822	01.023	01.682	17.698	18.685
260.229033	26.642420	0.104608	0.000119216	MMT/Hectospec	260.229041	26.642419	21.983	20.921	20.451	20.134	19.772	022.651	00.516	00.959	20.747	21.121
260.230321	26.660402	0.156937	7.80541e-05	MMT/Hectospec	260.230335	26.660404	24.038	21.647	20.428	20.041	19.815	022.572	01.265	01.000	20.577	21.035
260.231067	26.507479	0.177279	5.29701e-05	MMT/Hectospec	260.231072	26.507479	23.758	20.954	19.748	19.463	19.123	022.650	01.251	01.417	19.898	20.718
260.232154	26.480570	0.17671	9.87351e-05	MMT/Hectospec	260.232167	26.480570	20.973	18.946	17.788	17.325	16.963	020.586	01.201	01.348	17.943	18.827
260.232183	26.444355	0.235974	0.000284964	MMT/Hectospec	260.232190	26.444355	22.459	21.326	20.415	20.148	20.713	023.015	00.953	01.185	20.651	21.383
260.233212	26.524050	0.186552	0.000188197	MMT/Hectospec	260.233219	26.524051	21.056	19.633	18.758	18.412	18.235	021.200	00.921	01.151	18.900	19.510
260.233871	26.653391	0.157053	0.000198905	MMT/Hectospec	260.233866	26.653393	21.257	19.791	18.676	18.172	17.832	021.662	01.161	01.473	18.826	19.680
260.234442	26.507616	0.176862	0.000163013	MMT/Hectospec	260.234429	26.507618	21.086	19.630	18.488	18.021	17.694	021.293	01.187	01.368	18.618	19.406
260.234500	26.448889	0.172911	0.000146768	Keck/DEIMOS	260.234529	26.449061	22.716	21.229	20.604	20.285	20.591	023.668	00.667	01.540	20.735	21.708
260.234583	26.743942	0.163043	0.000208478	MMT/Hectospec	260.234588	26.743941	20.883	18.867	17.711	17.245	16.884	021.021	01.200	01.688	17.889	18.893
260.236100	26.611475	0.178693	0.000188264	MMT/Hectospec	260.236086	26.611475	21.680	20.749	20.345	19.968	19.959	024.190	00.450	02.108	20.576	21.747
260.237217	26.472536	0.312952	0.000103005	MMT/Hectospec	260.237228	26.472537	23.015	21.370	19.828	19.300	18.837	021.729	01.585	00.907	19.946	20.535
260.237846	26.514238	0.186629	0.000148003	MMT/Hectospec	260.237837	26.514239	20.417	18.769	17.669	17.210	16.916	021.714	01.146	02.303	17.908	19.294
260.239192	26.505770	0.187655	0.000159077	MMT/Hectospec	260.239181	26.505769	19.645	18.822	18.419	18.172	18.118	021.119	00.448	01.288	18.574	19.273
260.240992	26.579861	0.172668	0.000106407	MMT/Hectospec	260.240998	26.579881	22.257	21.127	20.355	19.987	19.495	023.377	00.818	01.373	20.694	21.468
260.241567	26.489616	0.176969	0.000132425	MMT/Hectospec	260.241578	26.489616	25.775	21.610	20.365	19.899	19.684	023.406	01.288	01.577	20.422	21.328
260.241796	26.688222	0.160712	0.000200239	MMT/Hectospec	260.241802	26.688236	20.693	19.320	18.276	17.852	17.525	021.474	01.089	01.601	18.457	19.400
260.242050	26.495062	0.177304	6.93147e-05	MMT/Hectospec	260.242046	26.495061	22.433	20.330	19.119	18.619	18.310	021.409	01.256	01.080	19.247	19.807
260.242050	26.418326	0.323526	0.000118049	MMT/Hectospec	260.242060	26.418324	23.212	21.955	20.395	19.650	19.256	022.565	01.603	00.953	20.675	21.232
260.242138	26.820097	0.361666	0.000186262	MMT/Hectospec	260.242139	26.820097	24.355	21.267	19.581	18.963	18.636	022.497	01.729	01.466	19.671	20.505
260.242225	26.760456	0.159524	5.93745e-05	MMT/Hectospec	260.242235	26.760455	22.873	21.279	20.319	19.887	19.339	023.127	01.003	01.362	20.461	21.236
260.244912	26.816366	0.359448	0.000157476	MMT/Hectospec	260.244906	26.816366	24.185	21.774	20.628	20.074	19.726	022.805	01.190	01.005	20.799	21.298
260.245629	26.563806	0.323892	0.000109176	MMT/Hectospec	260.245636	26.563824	21.472	20.748	19.829	19.487	19.501	023.069	00.965	01.697	19.926	20.936
260.246117	26.506300	0.177653	7.95885e-05	MMT/Hectospec	260.246103	26.506300	21.946	21.000	19.845	19.386	19.018	022.105	01.199	01.071	19.961	20.508
260.246250	26.400833	0.169106	0.000211146	Keck/DEIMOS	260.246248	26.400881	22.936	21.060	20.089	19.709	19.332	022.402	01.014	01.099	20.202	20.870
260.248833	26.790194	0.204604	8.81945e-05	MMT/Hectospec	260.248827	26.790195	21.862	20.502	19.201	18.738	18.383	021.729	01.344	01.200	19.338	19.983
260.249492	26.669298	0.195549	0.000190766	MMT/Hectospec	260.249493	26.669298	21.811	20.359	19.429	18.951	18.645	022.133	00.976	01.291	19.583	20.296
260.250033	26.419075	0.212699	0.000176923	MMT/Hectospec	260.250043	26.419075	22.566	19.939	18.751	18.264	17.847	021.306	01.231	01.197	18.921	19.681
260.250321	26.658167	0.378902	0.000244803	MMT/Hectospec	260.250310	26.658185	21.319	21.013	19.927	19.670	19.328	022.575	01.131	01.235	20.122	20.749
