#ra_1	dec_1	cz	ecz	zsource	ra_2	dec_2	u	g	r	i	zm	mur	gr	r50	rp	rf
#----	-----	--	---	-------	----	-----	-	-	-	-	--	---	--	---	--	--
259.983017	26.809063	0.164399	0.000127522	MMT/Hectospec	259.983012	26.809064	22.560	20.618	19.867	19.469	19.189	022.347	00.797	01.150	20.049	20.781
259.983071	26.726414	0.194031	5.40708e-05	MMT/Hectospec	259.983074	26.726414	22.814	21.401	20.308	19.804	19.552	022.247	01.140	00.879	20.532	21.009
259.983246	26.628119	0.164026	0.000114813	MMT/Hectospec	259.983252	26.628119	22.955	21.121	20.025	19.610	19.304	021.982	01.151	01.001	19.985	20.710
259.983340	26.680832	0.285037	0.000238799	Keck/DEIMOS	259.983346	26.680906	21.969	20.565	19.660	19.263	19.066	023.215	00.956	01.952	19.768	21.107
259.983580	26.663055	0.674383	0.000119249	Keck/DEIMOS	259.983570	26.663059	22.372	21.634	20.851	20.124	19.696	024.011	00.837	01.496	21.141	22.074
259.983875	26.493050	0.176856	0.000193401	MMT/Hectospec	259.983864	26.493050	22.150	19.448	18.160	17.635	17.356	020.881	01.337	01.281	18.348	19.193
259.984104	26.623545	0.155177	9.0863e-05	MMT/Hectospec	259.984107	26.623544	23.388	20.318	19.287	18.836	18.566	021.488	01.087	01.010	19.471	20.094
259.984533	26.453478	0.157023	0.000142799	MMT/Hectospec	259.984526	26.453478	21.039	20.290	19.816	19.559	19.509	022.059	00.522	01.047	19.964	20.464
259.984817	26.491249	0.175745	0.00021128	MMT/Hectospec	259.984815	26.491250	22.797	20.812	19.711	19.756	18.956	021.951	01.150	01.027	19.898	20.469
259.984990	26.674721	0.853883	8.33912e-05	Keck/DEIMOS	259.984976	26.674966	23.020	22.050	21.518	20.739	20.163	023.326	00.584	00.831	21.733	22.223
259.985720	26.721111	0.579417	8.11896e-05	Keck/DEIMOS	259.985729	26.721240	24.848	21.905	21.289	20.620	21.691	024.074	00.664	01.185	21.710	22.429
259.985930	26.736944	0.330802	0.000260814	Keck/DEIMOS	259.985945	26.737176	23.010	22.186	21.010	20.672	20.607	022.993	01.223	00.860	21.326	21.710
259.985933	26.633431	0.164582	0.00017819	MMT/Hectospec	259.985945	26.633430	22.492	21.360	20.267	19.912	19.500	022.352	01.148	00.968	20.428	21.019
259.986510	26.715279	0.485672	7.16163e-05	Keck/DEIMOS	259.986508	26.715292	22.880	22.355	21.785	21.281	21.143	023.290	00.619	00.606	22.383	22.507
259.986850	26.386597	0.178151	8.3658e-05	MMT/Hectospec	259.986850	26.386598	21.580	19.598	18.396	17.940	17.624	021.360	01.253	01.450	18.558	19.409
259.986933	26.409176	0.174477	0.000112244	MMT/Hectospec	259.986927	26.409175	21.370	20.554	20.151	19.844	19.570	022.958	00.454	01.324	20.354	20.772
259.986933	26.342081	0.175873	0.000123986	MMT/Hectospec	259.986924	26.342081	20.261	18.998	18.150	17.777	17.524	022.021	00.899	02.195	18.319	19.702
259.987760	26.618528	0.158274	0.00025918	Keck/DEIMOS	259.987737	26.618525	23.112	21.797	20.729	20.322	19.837	022.817	01.124	00.941	20.954	21.470
259.987850	26.443003	0.162276	0.00011041	MMT/Hectospec	259.987841	26.443002	21.829	20.432	19.418	19.034	18.721	022.279	01.063	01.365	19.608	20.378
259.988280	26.563334	0.309058	0.000218885	Keck/DEIMOS	259.988262	26.563386	23.639	21.957	20.981	20.697	20.400	022.738	01.030	00.785	21.269	21.611
259.988938	26.659300	0.437277	8.06226e-05	MMT/Hectospec	259.988941	26.659299	21.681	21.558	20.627	20.340	19.884	023.244	00.985	01.128	20.987	21.692
259.989825	26.505674	0.10519	0.000126187	MMT/Hectospec	259.989825	26.505675	21.752	19.651	18.616	18.156	17.880	021.625	01.084	01.459	18.810	19.752
259.990083	26.567827	0.163798	9.54328e-05	MMT/Hectospec	259.990096	26.567828	21.069	19.696	18.861	18.401	18.140	021.327	00.890	01.121	19.084	19.791
259.990483	26.467114	0.161204	0.00015324	MMT/Hectospec	259.990491	26.467113	22.459	20.424	19.265	18.873	18.617	021.759	01.207	01.143	19.474	20.200
259.990570	26.548611	0.780397	3.85601e-05	Keck/DEIMOS	259.990548	26.548786	21.467	21.837	21.399	20.994	21.159	023.221	00.490	00.917	21.414	22.073
259.990767	26.674250	0.263355	8.9462e-05	MMT/Hectospec	259.990781	26.674257	20.807	19.545	18.291	17.810	17.435	022.187	01.307	02.082	18.600	19.835
259.991454	26.363674	0.179453	0.000133626	MMT/Hectospec	259.991465	26.363675	20.752	20.212	19.647	19.347	19.091	022.169	00.616	01.158	19.855	20.429
259.991820	26.601917	0.165351	0.000397342	Keck/DEIMOS	259.991839	26.601909	23.242	21.747	20.830	20.443	19.989	023.059	00.973	01.023	21.015	21.661
259.992313	26.604895	0.16039	9.95357e-05	MMT/Hectospec	259.992312	26.604895	20.696	18.550	17.392	16.923	16.560	021.006	01.214	01.960	17.550	18.734
259.992400	26.828762	0.103516	0.000131858	MMT/Hectospec	259.992398	26.828760	21.411	20.457	19.986	19.731	19.933	021.872	00.519	00.877	20.162	20.643
259.992858	26.644272	0.158645	8.42918e-05	MMT/Hectospec	259.992871	26.644271	21.056	19.002	17.839	17.362	16.982	020.561	01.218	01.266	18.054	18.883
259.992887	26.632610	0.505351	0.000225757	MMT/Hectospec	259.992881	26.632610	22.789	21.431	19.965	19.146	18.609	022.597	01.522	01.187	20.230	21.012
259.993800	26.340498	0.157823	9.40652e-05	MMT/Hectospec	259.993806	26.340496	21.087	20.249	19.643	19.358	19.243	022.534	00.656	01.360	19.871	20.644
259.993800	26.740278	0.106055	0.00011041	Keck/DEIMOS	259.993816	26.740319	24.431	21.922	21.736	21.358	21.234	023.389	00.233	00.790	21.906	22.312
259.994380	26.526667	0.159949	0.000526265	Keck/DEIMOS	259.994325	26.526790	24.872	21.781	20.664	20.362	20.060	022.647	01.167	00.885	20.917	21.431
259.994717	26.604261	0.154005	0.00012035	MMT/Hectospec	259.994720	26.604262	22.636	20.950	20.000	19.356	19.048	022.377	01.007	01.127	20.122	20.667
259.994858	26.413134	0.175058	0.000100903	MMT/Hectospec	259.994872	26.413132	22.235	20.082	18.965	18.525	18.270	021.597	01.167	01.235	19.144	19.815
259.995204	26.631088	0.15649	7.86879e-05	MMT/Hectospec	259.995208	26.631089	21.632	19.550	18.401	17.937	17.554	020.729	01.205	01.058	18.612	19.294
259.995210	26.544722	0.175987	0.000126388	Keck/DEIMOS	259.995182	26.544736	23.086	22.116	21.584	21.367	21.238	023.107	00.584	00.754	21.725	22.161
259.996175	26.428108	0.171831	0.000156008	MMT/Hectospec	259.996178	26.428108	21.059	19.702	18.754	18.277	17.960	022.134	00.998	01.747	18.928	19.994
259.996321	26.890898	0.244829	0.000103905	MMT/Hectospec	259.996330	26.890898	20.816	19.927	19.120	18.785	18.544	021.802	00.860	01.270	19.288	20.010
259.996490	26.538055	0.156388	0.000596213	Keck/DEIMOS	259.996483	26.538150	23.485	21.928	21.397	21.249	20.662	023.404	00.583	00.853	21.754	22.116
259.996950	26.797417	0.174511	0.000179591	MMT/Hectospec	259.996943	26.797420	21.419	19.838	18.973	18.524	18.209	022.365	00.911	01.703	19.214	20.241
259.997470	26.579168	0.165385	0.000847621	Keck/DEIMOS	259.997470	26.579304	22.570	20.684	19.881	19.462	19.258	022.077	00.858	00.979	20.128	20.723
259.997590	26.519417	0.105858	0.000609956	Keck/DEIMOS	259.997565	26.519406	23.161	21.936	20.978	20.649	20.014	022.872	01.008	00.887	21.137	21.654
259.998038	26.556152	0.161432	0.0001928	MMT/Hectospec	259.998027	26.556154	22.148	20.127	19.023	18.591	18.227	021.415	01.157	01.094	19.225	19.925
259.998720	26.693888	0.672758	0.000236564	Keck/DEIMOS	259.998686	26.693956	24.790	22.969	21.811	20.837	21.470	023.740	01.208	00.669	22.618	22.428
259.999208	26.741686	0.160992	5.71063e-05	MMT/Hectospec	259.999208	26.741685	20.105	18.052	16.889	16.409	16.029	020.648	01.210	02.058	17.086	18.353
259.999240	26.626945	0.675957	4.74329e-05	Keck/DEIMOS	259.999249	26.627178	25.259	22.357	21.886	21.477	20.876	022.760	00.527	00.487	22.327	22.394
259.999437	26.548178	0.437745	0.000213648	MMT/Hectospec	259.999434	26.548179	22.350	21.218	20.069	19.528	19.289	022.587	01.202	01.132	20.323	21.039
259.999570	26.612501	0.487901	0.000123686	Keck/DEIMOS	259.999569	26.612543	23.645	22.148	21.090	20.550	20.229	023.020	01.115	00.780	21.565	21.748
259.999690	26.600918	0.157861	0.000134126	Keck/DEIMOS	259.999682	26.600928	22.932	21.692	21.196	20.909	21.488	023.771	00.553	01.110	21.549	22.117
260.000008	26.635292	0.316916	9.38317e-05	MMT/Hectospec	260.000016	26.635293	21.603	20.936	20.051	19.794	19.601	022.035	00.941	00.918	20.226	20.772
260.000240	26.598890	0.156387	0.000449445	Keck/DEIMOS	260.000222	26.598893	21.460	19.725	18.403	17.826	17.415	022.234	01.378	02.107	18.621	19.654
260.000820	26.652777	0.378391	1.66115e-05	Keck/DEIMOS	260.000830	26.652868	23.440	22.239	21.888	21.195	21.167	024.423	00.405	01.218	22.000	22.619
260.000950	26.499445	0.534058	0.000439138	Keck/DEIMOS	260.000942	26.499657	22.353	22.701	21.590	20.981	20.762	023.120	01.160	00.715	21.853	22.170
260.001040	26.641945	0.15733	0.000622198	Keck/DEIMOS	260.001034	26.641963	22.370	21.501	20.628	20.057	20.099	022.678	00.928	00.925	20.852	21.360
260.001213	26.338802	0.176511	0.000152673	MMT/Hectospec	260.001215	26.338804	21.787	20.091	19.045	18.602	18.297	021.553	01.096	01.166	19.225	19.853
260.001267	26.599027	0.156892	0.000105907	MMT/Hectospec	260.001273	26.599029	22.941	19.704	18.382	17.871	17.644	021.613	01.379	01.569	18.640	19.421
260.001671	26.473637	0.34202	5.60722e-05	MMT/Hectospec	260.001678	26.473637	22.813	21.791	20.679	20.331	20.492	023.063	01.160	01.000	21.068	21.546
260.002012	26.502853	0.30734	7.96552e-05	MMT/Hectospec	260.002009	26.502855	22.295	21.149	20.457	20.318	19.981	022.707	00.741	01.034	20.639	21.221
260.003200	26.533556	0.325381	0.00011528	Keck/DEIMOS	260.003200	26.533548	23.184	21.114	20.386	20.257	20.155	022.925	00.779	01.192	20.549	21.287
260.003300	26.648890	0.65603	0.00011031	Keck/DEIMOS	260.003304	26.648907	23.763	22.404	21.725	21.268	20.956	024.243	00.735	00.989	22.272	22.500
260.003387	26.501934	0.161493	0.000114213	MMT/Hectospec	260.003394	26.501934	21.431	19.990	18.884	18.442	18.158	021.364	01.155	01.138	19.088	19.824
260.003958	26.727056	0.092921	9.21305e-05	MMT/Hectospec	260.003960	26.727059	20.257	19.034	18.395	18.060	17.953	021.965	00.687	01.892	18.585	19.854
260.004000	26.656666	0.631507	2.90201e-05	Keck/DEIMOS	260.003998	26.656673	22.953	22.514	21.738	21.461	22.163	023.789	00.831	00.789	22.309	22.556
260.004760	26.606112	0.372661	0.000150771	Keck/DEIMOS	260.004735	26.606161	22.337	22.042	20.917	20.451	20.132	022.675	01.182	00.785	21.206	21.572
260.004820	26.580833	0.1675	0.000184495	Keck/DEIMOS	260.004798	26.580901	22.337	21.772	20.936	20.592	20.747	022.621	00.892	00.810	21.084	21.606
260.004900	26.601336	0.156691	9.42654e-05	MMT/Hectospec	260.004903	26.601335	20.375	19.347	18.818	18.452	18.243	021.856	00.586	01.500	18.981	19.958
260.005000	26.651249	0.31708	9.63335e-05	Keck/DEIMOS	260.004992	26.651249	24.854	21.728	21.073	20.940	20.181	022.904	00.710	00.812	21.361	21.732
260.005504	26.765169	0.162556	0.000102905	MMT/Hectospec	260.005502	26.765170	23.046	20.510	19.382	18.926	18.600	020.688	01.175	00.676	19.543	19.891
260.005504	26.459089	0.167621	7.69867e-05	MMT/Hectospec	260.005496	26.459089	22.091	20.902	20.427	19.939	19.938	022.132	00.523	00.783	20.668	21.064
260.005620	26.694443	0.315932	9.71007e-05	Keck/DEIMOS	260.005663	26.694533	25.273	22.072	21.341	21.008	20.947	023.542	00.782	00.849	21.902	22.262
260.005800	26.558054	0.168403	0.00039881	Keck/DEIMOS	260.005773	26.558263	22.136	20.211	19.368	18.943	18.382	023.172	00.897	02.041	19.628	20.900
260.006380	26.742222	0.687706	0.000122085	Keck/DEIMOS	260.006379	26.742291	24.275	22.608	21.616	21.281	20.353	023.819	01.039	00.853	22.169	22.394
260.007720	26.630556	0.519453	0.000167049	Keck/DEIMOS	260.007687	26.630815	24.311	23.002	21.558	20.812	20.563	022.653	01.501	00.588	21.811	22.099
260.007792	26.453802	0.166325	9.38984e-05	MMT/Hectospec	260.007780	26.453804	22.178	20.585	19.264	18.849	18.627	023.085	01.369	02.038	19.544	19.734
260.008240	26.566111	0.15868	0.000330863	Keck/DEIMOS	260.008236	26.566353	23.926	21.961	21.066	20.825	20.438	023.236	00.949	00.904	21.460	21.967
260.008360	26.514999	0.156646	0.000323358	Keck/DEIMOS	260.008343	26.515176	23.453	21.424	20.456	19.962	19.538	022.626	01.018	01.001	20.629	21.224
260.008541	26.453525	0.165884	0.000211513	SDSS	260.008541	26.453525	21.044	18.756	17.587	17.111	16.784	020.507	01.217	01.383	17.808	18.650
260.008650	26.886740	0.107816	6.8214e-05	MMT/Hectospec	260.008642	26.886739	19.736	18.912	18.571	18.219	18.095	020.618	00.393	00.956	18.721	19.124
260.008792	26.365974	0.179064	0.000121518	MMT/Hectospec	260.008797	26.365976	22.556	20.677	19.454	18.993	18.613	021.670	01.274	01.034	19.602	20.115
260.009567	26.844314	0.441607	0.000189098	MMT/Hectospec	260.009575	26.844313	21.376	20.883	20.024	19.685	19.469	023.037	00.908	01.418	20.284	21.147
260.010050	26.888517	0.104879	0.000199872	MMT/Hectospec	260.010061	26.888516	19.875	17.960	17.017	16.631	16.285	020.467	00.996	01.792	17.205	18.274
260.010425	26.669736	0.159195	0.000192967	MMT/Hectospec	260.010425	26.669735	21.753	20.319	19.200	18.804	18.568	020.996	01.173	00.839	19.382	19.889
260.010530	26.620556	0.657409	6.73133e-05	Keck/DEIMOS	260.010526	26.620553	21.948	21.670	20.973	20.473	20.075	022.368	00.754	00.660	21.275	21.527
260.011225	26.694794	0.0929622	0.000146602	MMT/Hectospec	260.011229	26.694794	18.297	17.020	16.384	16.049	15.813	021.237	00.687	03.347	16.619	18.569
260.011567	26.612053	0.166581	9.40652e-05	MMT/Hectospec	260.011581	26.612054	23.414	21.540	20.474	20.036	19.760	022.457	01.123	00.922	20.638	21.161
260.011750	26.779444	0.510954	0.000166315	Keck/DEIMOS	260.011759	26.779643	24.709	22.164	21.312	20.754	20.504	023.040	00.898	00.877	21.330	21.920
260.012054	26.698061	0.323798	0.00014013	MMT/Hectospec	260.012040	26.698060	21.838	20.726	19.919	19.606	19.151	022.604	00.857	01.257	20.112	20.875
260.012570	26.506945	0.165023	0.000786946	Keck/DEIMOS	260.012533	26.507188	23.508	22.445	21.671	21.332	21.323	023.056	00.824	00.683	21.889	22.237
260.013512	26.887558	0.162539	0.000151505	MMT/Hectospec	260.013526	26.887557	20.751	19.005	17.864	17.303	16.875	022.359	01.193	02.825	18.109	19.700
260.013800	26.644373	0.160934	0.000148036	MMT/Hectospec	260.013791	26.644371	20.650	18.502	17.475	17.004	16.964	021.054	01.083	01.919	17.644	18.609
260.013950	26.560278	0.663254	0.000323024	Keck/DEIMOS	260.013930	26.560270	23.595	22.643	21.861	20.839	20.563	023.406	00.835	00.627	22.425	22.441
260.013950	26.603889	0.56131	0.000171519	Keck/DEIMOS	260.013950	26.604042	23.786	22.888	21.732	20.796	20.233	024.306	01.213	01.210	21.897	22.687
260.014458	26.585361	0.519341	0.000115647	MMT/Hectospec	260.014462	26.585360	22.379	21.537	20.524	19.885	19.470	023.111	01.069	01.135	20.841	21.437
260.014571	26.636766	0.323824	0.00016298	MMT/Hectospec	260.014563	26.636767	22.119	21.010	19.911	19.540	19.139	022.768	01.156	01.308	20.190	20.993
260.015010	26.489166	0.503626	2.41167e-05	Keck/DEIMOS	260.014954	26.489198	21.968	21.579	20.827	20.585	21.064	022.905	00.801	00.953	21.015	21.508
260.015175	26.605802	0.157056	5.77067e-05	MMT/Hectospec	260.015163	26.605804	22.173	20.886	19.794	19.350	18.950	021.757	01.149	00.907	19.974	20.539
260.015380	26.521389	0.230518	0.000137195	Keck/DEIMOS	260.015350	26.521442	23.094	22.166	21.584	20.954	20.512	022.702	00.632	00.608	21.787	22.050
260.015458	26.897085	0.163535	8.5059e-05	MMT/Hectospec	260.015445	26.897087	22.276	19.752	18.717	18.203	17.895	021.822	01.088	01.530	18.904	19.830
260.015458	26.673256	0.196827	7.4952e-05	MMT/Hectospec	260.015450	26.673255	21.075	20.009	19.040	18.544	18.272	022.176	01.023	01.559	19.217	20.102
260.015720	26.490557	0.160528	0.000555285	Keck/DEIMOS	260.015687	26.490762	22.428	21.940	20.959	20.654	20.668	022.829	01.030	00.891	21.085	21.642
260.015975	26.890715	0.106098	0.000129323	MMT/Hectospec	260.015980	26.890713	22.740	20.908	20.060	19.559	19.629	022.588	00.900	01.184	20.226	20.694
260.016004	26.608658	0.158041	8.51257e-05	MMT/Hectospec	260.015996	26.608659	21.940	19.995	18.799	18.367	17.995	021.367	01.253	01.159	19.052	19.795
260.016117	26.519272	0.163873	0.000142966	MMT/Hectospec	260.016130	26.519272	22.824	20.493	19.395	18.980	18.648	021.652	01.149	01.032	19.589	20.235
260.016240	26.584139	0.276216	0.000309615	Keck/DEIMOS	260.016251	26.584147	22.887	21.444	20.759	20.501	20.106	023.184	00.741	00.963	21.271	21.661
260.016375	26.816083	0.258175	8.16233e-05	MMT/Hectospec	260.016365	26.816108	25.834	20.896	19.841	19.591	19.096	023.255	01.103	01.756	20.037	21.210
260.016404	26.574791	0.164787	0.000152739	MMT/Hectospec	260.016412	26.574791	21.297	20.307	19.780	19.541	19.299	021.812	00.582	00.932	19.970	20.548
260.016850	26.638611	0.16314	0.000396442	Keck/DEIMOS	260.016818	26.638843	24.686	22.876	21.879	21.674	21.174	022.953	01.053	00.578	22.148	22.426
260.017000	26.486111	0.504174	0.000106207	Keck/DEIMOS	260.016972	26.486141	24.076	22.550	21.683	21.492	21.617	023.484	00.915	00.732	22.166	22.376
260.017575	26.535339	0.160478	8.87615e-05	MMT/Hectospec	260.017561	26.535343	20.941	19.317	18.430	18.106	17.841	020.417	00.939	00.916	18.613	19.177
260.018121	26.677345	0.158183	7.76538e-05	MMT/Hectospec	260.018134	26.677345	22.940	20.959	19.924	19.566	19.265	021.790	01.088	00.870	20.097	20.637
260.018462	26.450286	0.227493	0.0001924	MMT/Hectospec	260.018450	26.450287	20.057	19.116	18.075	17.608	17.322	021.154	01.090	01.490	18.293	19.266
260.018710	26.654722	0.15844	0.000358048	Keck/DEIMOS	260.018709	26.654751	22.582	21.084	20.041	19.622	19.534	021.768	01.098	00.816	20.215	20.535
260.018750	26.533136	0.17619	0.000163513	MMT/Hectospec	260.018754	26.533137	21.487	19.582	18.370	17.906	17.494	021.577	01.263	01.598	18.564	19.577
260.019121	26.469254	0.165343	0.00010137	MMT/Hectospec	260.019116	26.469253	20.665	19.302	18.496	18.120	17.845	021.787	00.855	01.691	18.651	19.755
260.019130	26.596390	0.163376	0.000786412	Keck/DEIMOS	260.019135	26.596586	23.778	22.474	21.487	21.269	21.385	022.779	01.044	00.637	21.763	22.061
260.019208	26.888901	0.161553	6.4478e-05	MMT/Hectospec	260.019204	26.888901	19.554	18.146	17.443	17.034	16.802	021.598	00.756	02.469	17.640	19.161
260.019530	26.657778	0.666865	0.000318254	Keck/DEIMOS	260.019571	26.657951	22.658	22.213	21.714	20.940	20.534	022.828	00.554	00.609	21.910	22.141
260.019579	26.655409	0.161092	0.000113245	MMT/Hectospec	260.019589	26.655409	21.979	19.827	18.647	18.252	17.891	020.577	01.235	00.893	18.828	19.358
260.019608	26.648533	0.160426	0.000179858	MMT/Hectospec	260.019609	26.648533	21.525	19.670	18.507	18.059	17.725	020.637	01.219	00.965	18.719	19.323
260.019870	26.493612	0.504317	5.12022e-05	Keck/DEIMOS	260.019830	26.493776	23.029	21.930	21.321	20.863	20.616	022.832	00.658	00.754	21.450	21.880
260.019990	26.615557	0.153695	0.000246938	Keck/DEIMOS	260.019976	26.615756	23.123	21.759	20.932	20.415	20.175	023.054	00.884	00.919	21.242	21.755
260.020038	26.443594	0.227225	9.50659e-05	MMT/Hectospec	260.020037	26.443594	20.748	19.207	18.180	17.767	17.514	020.228	01.076	00.944	18.358	18.932
260.020290	26.571667	0.167643	0.000303077	Keck/DEIMOS	260.020288	26.571915	23.777	22.049	21.093	20.729	20.409	022.957	01.011	00.876	21.249	21.738
260.020570	26.705000	0.428911	0.000110477	Keck/DEIMOS	260.020577	26.705055	23.555	23.039	21.909	22.630	23.617	024.027	01.180	00.973	22.091	22.532
260.021120	26.632223	0.316245	0.000111677	Keck/DEIMOS	260.021103	26.632447	24.156	22.798	21.910	21.807	24.030	023.503	00.944	00.638	22.484	22.578
260.021467	26.627028	0.15259	0.000169584	MMT/Hectospec	260.021458	26.627029	22.177	21.050	20.015	19.567	19.245	022.408	01.092	01.071	20.264	20.926
260.021640	26.603611	0.354968	6.50117e-05	Keck/DEIMOS	260.021631	26.603635	23.421	22.324	21.384	21.148	21.977	023.141	00.997	00.825	21.564	22.016
260.023280	26.770555	0.797247	0.000273023	Keck/DEIMOS	260.023295	26.770675	23.556	22.735	21.783	21.086	20.591	024.416	00.998	01.109	22.196	22.813
260.023530	26.564165	0.685243	8.88616e-05	Keck/DEIMOS	260.023550	26.564372	23.938	22.476	21.684	21.033	20.661	023.689	00.846	00.844	22.062	22.457
260.024042	26.634033	0.163591	0.000133593	MMT/Hectospec	260.024029	26.634032	21.549	19.321	18.101	17.635	17.281	020.344	01.277	01.025	18.295	18.946
260.024410	26.641111	0.520192	8.40583e-05	Keck/DEIMOS	260.024414	26.641169	22.037	21.894	21.035	20.630	20.771	022.885	00.915	00.819	21.324	21.687
260.024587	26.449533	0.227527	6.94148e-05	MMT/Hectospec	260.024600	26.449533	20.732	19.595	18.924	18.670	18.468	021.370	00.720	01.145	19.081	19.773
260.024720	26.717472	0.162217	0.000251174	Keck/DEIMOS	260.024679	26.717475	23.453	21.560	20.690	20.252	20.098	022.715	00.920	00.916	20.911	21.411
260.024900	26.693333	0.560065	0.000425295	Keck/DEIMOS	260.024907	26.693506	22.305	22.579	21.484	21.193	21.349	023.245	01.147	00.752	21.869	22.123
260.025050	26.645834	0.152177	0.000195802	Keck/DEIMOS	260.025062	26.645937	23.744	21.372	20.363	19.943	19.599	022.140	01.065	00.816	20.587	21.021
260.025050	26.760279	0.309241	0.000170785	Keck/DEIMOS	260.025048	26.760322	24.169	20.855	20.000	19.813	19.673	023.340	00.902	01.652	20.255	21.325
260.025510	26.509167	0.341706	0.000386368	Keck/DEIMOS	260.025459	26.509328	25.382	23.262	21.333	21.192	20.390	023.424	01.979	00.887	21.689	22.196
260.025630	26.526112	0.152815	8.9462e-05	Keck/DEIMOS	260.025616	26.526098	21.551	20.956	20.661	20.407	20.777	022.967	00.346	01.054	20.858	21.511
260.025817	26.476925	0.275866	0.000144934	MMT/Hectospec	260.025806	26.476924	23.637	19.893	18.595	18.243	17.858	022.843	01.346	02.679	18.708	20.008
260.025846	26.607208	0.371874	6.52452e-05	MMT/Hectospec	260.025838	26.607209	21.923	20.978	19.800	19.425	18.933	022.558	01.235	01.312	19.973	20.781
260.026275	26.665245	0.250829	5.36705e-05	MMT/Hectospec	260.026280	26.665245	22.334	21.376	20.142	19.773	19.448	021.588	01.289	00.714	20.325	20.702
260.026358	26.455139	0.189511	0.000101971	MMT/Hectospec	260.026350	26.455142	22.117	21.568	20.442	20.071	19.737	022.481	01.174	00.945	20.609	21.216
260.026760	26.574446	0.168933	0.000462788	Keck/DEIMOS	260.026756	26.574552	24.396	21.194	20.149	19.800	19.511	022.526	01.100	01.057	20.411	21.034
260.026920	26.537500	0.786459	0.00026952	Keck/DEIMOS	260.026893	26.537529	25.371	22.966	21.989	21.258	20.395	024.993	01.029	01.429	22.223	23.095
260.027217	26.480715	0.163038	9.76677e-05	MMT/Hectospec	260.027229	26.480713	23.119	21.387	20.364	19.975	19.683	022.583	01.072	01.025	20.534	21.148
260.028421	26.513252	0.175571	0.00021665	MMT/Hectospec	260.028415	26.513252	21.693	20.850	20.365	20.090	20.468	022.364	00.535	00.905	20.586	21.060
260.028660	26.567028	0.156872	0.000312283	Keck/DEIMOS	260.028667	26.567028	23.025	21.256	20.182	19.679	19.437	021.742	01.128	00.768	20.320	20.794
260.029308	26.762125	0.360712	8.9462e-05	MMT/Hectospec	260.029297	26.762125	21.964	21.119	20.231	19.925	19.677	023.022	00.935	01.339	20.393	21.269
260.029650	26.407930	0.160653	7.60861e-05	MMT/Hectospec	260.029655	26.407931	20.672	18.768	17.663	17.227	16.903	020.067	01.155	01.094	17.877	18.597
260.029679	26.373060	0.17938	7.94884e-05	MMT/Hectospec	260.029693	26.373062	19.663	18.958	18.459	18.153	18.090	021.369	00.551	01.411	18.626	19.431
260.030490	26.601751	0.356559	5.88742e-05	Keck/DEIMOS	260.030475	26.601740	22.313	21.646	20.909	20.723	20.584	023.355	00.793	01.095	21.163	21.757
260.030650	26.761389	0.16075	0.000103405	MMT/Hectospec	260.030643	26.761389	22.605	21.242	20.306	19.814	19.495	022.692	00.983	01.102	20.486	21.144
260.030796	26.420725	0.177554	6.65461e-05	MMT/Hectospec	260.030798	26.420725	21.515	20.459	19.728	19.477	19.140	022.312	00.781	01.185	19.948	20.640
260.030996	26.706361	0.156792	0.000119916	MMT/Hectospec	260.030991	26.706378	21.538	19.332	18.174	17.771	17.420	020.424	01.208	01.029	18.367	19.020
260.031025	26.647350	0.15833	0.000162046	MMT/Hectospec	260.031012	26.647349	23.317	21.107	20.003	19.537	19.183	021.670	01.160	00.799	20.162	20.624
260.031130	26.789444	0.158765	0.000779841	Keck/DEIMOS	260.031145	26.789425	23.049	21.993	20.899	20.660	21.069	023.046	01.140	00.973	21.110	21.686
260.031137	26.908228	0.163465	0.000130457	MMT/Hectospec	260.031134	26.908229	20.644	19.758	19.427	19.149	19.006	021.829	00.384	01.174	19.486	20.061
260.031654	26.344628	0.487739	0.000163213	MMT/Hectospec	260.031650	26.344628	23.500	22.467	20.638	19.841	19.366	023.212	01.882	01.207	20.808	21.388
260.031860	26.668888	0.158237	0.000258946	Keck/DEIMOS	260.031921	26.669011	22.311	21.159	20.114	19.738	19.292	022.538	01.099	01.120	20.297	21.023
260.032040	26.558054	0.161347	0.000504883	Keck/DEIMOS	260.032019	26.558152	25.446	21.892	20.968	20.935	20.279	023.400	00.977	01.057	21.285	21.926
260.032196	26.666510	0.676174	0.000241934	Keck/DEIMOS	260.032216	26.666484	23.962	25.239	22.938	21.686	20.997	024.226	02.355	00.616	23.283	22.862
260.032312	26.446571	0.18944	0.000119249	MMT/Hectospec	260.032315	26.446572	21.014	19.684	18.771	18.358	18.050	020.502	00.962	00.823	18.930	19.419
260.032320	26.629168	0.167006	0.00050475	Keck/DEIMOS	260.032353	26.629413	24.975	22.150	21.073	20.621	19.965	023.215	01.134	00.939	21.357	21.932
260.032320	26.573057	0.162083	0.000642912	Keck/DEIMOS	260.032303	26.573076	23.606	22.405	21.424	21.294	21.356	023.645	01.036	00.876	21.937	22.211
260.032337	26.908539	0.440567	0.000161178	MMT/Hectospec	260.032329	26.908538	25.007	21.372	19.605	18.904	18.417	022.466	01.820	01.375	19.779	20.441
260.032410	26.638611	0.164832	0.00046092	Keck/DEIMOS	260.032396	26.638655	22.846	21.635	20.656	20.210	19.859	022.432	01.035	00.793	20.941	21.289
